keyname,keycount,year,month,day
<+1,1,2024,10,27
<+2,5,2024,10,27
<+3,4,2024,10,27
<+4,1,2024,10,27
<+5,6,2024,10,27
<+6,1,2024,10,27
<+9,25,2024,10,27
<+;,3,2024,10,27
<+=,21,2024,10,27
<+Down,2,2024,10,27
<+Enter,4,2024,10,27
<+Left,4,2024,10,27
<+Right,8,2024,10,27
<+Up,1,2024,10,27
<+[,5,2024,10,27
<+c,2,2024,10,27
<+h,1,2024,10,27
<+i,2,2024,10,27
<+m,2,2024,10,27
<+s,3,2024,10,27
<+t,2,2024,10,27
<+u,2,2024,10,27
<+x,1,2024,10,27
<+y,5,2024,10,27
<+z,10,2024,10,27
<^<!a,2,2024,10,27
<^c,2,2024,10,27
<^s,2,2024,10,27
<^v,10,2024,10,27
<^x,2,2024,10,27
=,38,2024,10,27
Backspace,207,2024,10,27
Down,153,2024,10,27
Enter,97,2024,10,27
F22,3,2024,10,27
LAlt,3,2024,10,27
LButton,1406,2024,10,27
LControl,18,2024,10,27
LShift,139,2024,10,27
Left,152,2024,10,27
Numpad0,1,2024,10,27
NumpadEnter,14,2024,10,27
PrintScreen,1,2024,10,27
RButton,38,2024,10,27
Right,174,2024,10,27
Space,21,2024,10,27
Tab,3,2024,10,27
Up,142,2024,10,27
WheelDown,336,2024,10,27
WheelUp,224,2024,10,27
[,44,2024,10,27
\,3,2024,10,27
],1,2024,10,27
a,95,2024,10,27
b,9,2024,10,27
c,41,2024,10,27
d,17,2024,10,27
e,71,2024,10,27
f,34,2024,10,27
g,67,2024,10,27
h,44,2024,10,27
i,166,2024,10,27
j,11,2024,10,27
k,13,2024,10,27
l,17,2024,10,27
m,32,2024,10,27
n,123,2024,10,27
o,53,2024,10,27
p,3,2024,10,27
q,11,2024,10,27
r,12,2024,10,27
s,52,2024,10,27
t,28,2024,10,27
u,55,2024,10,27
v,25,2024,10,27
w,14,2024,10,27
x,42,2024,10,27
y,46,2024,10,27
z,42,2024,10,27
',27,2024,10,28
",",62,2024,10,28
-,22,2024,10,28
.,13,2024,10,28
/,11,2024,10,28
0,38,2024,10,28
1,350,2024,10,28
2,32,2024,10,28
3,16,2024,10,28
4,6,2024,10,28
5,6,2024,10,28
6,3,2024,10,28
7,2,2024,10,28
8,6,2024,10,28
9,6,2024,10,28
;,17,2024,10,28
<+',6,2024,10,28
<+-,19,2024,10,28
<+/,8,2024,10,28
<+0,6,2024,10,28
<+1,1,2024,10,28
<+9,6,2024,10,28
<+;,12,2024,10,28
<+=,2,2024,10,28
<+Down,15,2024,10,28
<+Enter,2,2024,10,28
<+Left,132,2024,10,28
<+Right,38,2024,10,28
<+Up,5,2024,10,28
<+a,24,2024,10,28
<+b,19,2024,10,28
<+c,10,2024,10,28
<+d,28,2024,10,28
<+e,43,2024,10,28
<+f,16,2024,10,28
<+g,8,2024,10,28
<+h,15,2024,10,28
<+i,28,2024,10,28
<+l,6,2024,10,28
<+m,7,2024,10,28
<+n,10,2024,10,28
<+o,19,2024,10,28
<+p,15,2024,10,28
<+r,12,2024,10,28
<+s,23,2024,10,28
<+t,26,2024,10,28
<+u,2,2024,10,28
<+v,1,2024,10,28
<+w,6,2024,10,28
<+x,2,2024,10,28
<+y,17,2024,10,28
<^',5,2024,10,28
<^-,2,2024,10,28
<^<!a,6,2024,10,28
<^a,1,2024,10,28
<^c,18,2024,10,28
<^f,3,2024,10,28
<^n,1,2024,10,28
<^s,27,2024,10,28
<^v,38,2024,10,28
<^x,2,2024,10,28
<^z,3,2024,10,28
=,5,2024,10,28
>+Enter,1,2024,10,28
Backspace,681,2024,10,28
CapsLock,2,2024,10,28
Down,438,2024,10,28
Enter,453,2024,10,28
F22,13,2024,10,28
LAlt,6,2024,10,28
LButton,9458,2024,10,28
LControl,118,2024,10,28
LShift,613,2024,10,28
Left,492,2024,10,28
Media_Play_Pause,1,2024,10,28
Numlock,2,2024,10,28
Numpad6,2,2024,10,28
RButton,68,2024,10,28
RControl,1,2024,10,28
RShift,2,2024,10,28
Right,543,2024,10,28
Space,164,2024,10,28
Tab,18,2024,10,28
Up,322,2024,10,28
WheelDown,5366,2024,10,28
WheelUp,4717,2024,10,28
[,5,2024,10,28
\,2,2024,10,28
],1,2024,10,28
a,409,2024,10,28
b,78,2024,10,28
c,85,2024,10,28
d,191,2024,10,28
e,331,2024,10,28
f,47,2024,10,28
g,137,2024,10,28
h,221,2024,10,28
i,429,2024,10,28
j,64,2024,10,28
k,53,2024,10,28
l,67,2024,10,28
m,89,2024,10,28
n,322,2024,10,28
o,267,2024,10,28
p,82,2024,10,28
q,12,2024,10,28
r,62,2024,10,28
s,155,2024,10,28
t,102,2024,10,28
u,210,2024,10,28
v,84,2024,10,28
w,67,2024,10,28
x,70,2024,10,28
y,88,2024,10,28
z,84,2024,10,28
',1,2024,10,29
",",13,2024,10,29
-,4,2024,10,29
.,32,2024,10,29
/,47,2024,10,29
0,31,2024,10,29
1,463,2024,10,29
2,43,2024,10,29
3,14,2024,10,29
4,12,2024,10,29
5,7,2024,10,29
6,4,2024,10,29
7,3,2024,10,29
9,11,2024,10,29
;,1,2024,10,29
"<+,",1,2024,10,29
<+-,3,2024,10,29
<+/,9,2024,10,29
<+0,8,2024,10,29
<+3,1,2024,10,29
<+9,7,2024,10,29
<+=,1,2024,10,29
<+a,3,2024,10,29
<+b,3,2024,10,29
<+c,1,2024,10,29
<+d,7,2024,10,29
<+e,3,2024,10,29
<+f,2,2024,10,29
<+i,5,2024,10,29
<+l,8,2024,10,29
<+m,4,2024,10,29
<+n,4,2024,10,29
<+o,7,2024,10,29
<+p,14,2024,10,29
<+r,2,2024,10,29
<+s,4,2024,10,29
<+t,4,2024,10,29
<+u,2,2024,10,29
<+v,1,2024,10,29
<+w,3,2024,10,29
<+y,3,2024,10,29
<^/,30,2024,10,29
<^<!a,1,2024,10,29
<^c,21,2024,10,29
<^d,1,2024,10,29
<^f,2,2024,10,29
<^s,99,2024,10,29
<^v,28,2024,10,29
<^x,4,2024,10,29
<^z,10,2024,10,29
=,1,2024,10,29
Backspace,656,2024,10,29
Down,135,2024,10,29
Enter,402,2024,10,29
F22,6,2024,10,29
F3,8,2024,10,29
LAlt,1,2024,10,29
LButton,4010,2024,10,29
LControl,211,2024,10,29
LShift,129,2024,10,29
Left,116,2024,10,29
Media_Play_Pause,5,2024,10,29
RButton,71,2024,10,29
RControl,1,2024,10,29
RShift,1,2024,10,29
Right,199,2024,10,29
Space,47,2024,10,29
Up,313,2024,10,29
WheelDown,5014,2024,10,29
WheelUp,4741,2024,10,29
[,4,2024,10,29
\,3,2024,10,29
],1,2024,10,29
`,4,2024,10,29
a,330,2024,10,29
b,90,2024,10,29
c,103,2024,10,29
d,180,2024,10,29
e,406,2024,10,29
f,28,2024,10,29
g,144,2024,10,29
h,256,2024,10,29
i,478,2024,10,29
j,76,2024,10,29
k,42,2024,10,29
l,81,2024,10,29
m,87,2024,10,29
n,344,2024,10,29
o,229,2024,10,29
p,54,2024,10,29
q,20,2024,10,29
r,61,2024,10,29
s,240,2024,10,29
t,80,2024,10,29
u,239,2024,10,29
v,56,2024,10,29
w,78,2024,10,29
x,76,2024,10,29
y,77,2024,10,29
z,101,2024,10,29
',33,2024,10,30
",",45,2024,10,30
-,22,2024,10,30
.,31,2024,10,30
/,37,2024,10,30
0,34,2024,10,30
1,798,2024,10,30
2,72,2024,10,30
3,51,2024,10,30
4,30,2024,10,30
5,14,2024,10,30
6,11,2024,10,30
7,7,2024,10,30
8,4,2024,10,30
9,21,2024,10,30
;,28,2024,10,30
<#r,3,2024,10,30
<+',25,2024,10,30
<+-,10,2024,10,30
<+.,1,2024,10,30
<+/,9,2024,10,30
<+0,7,2024,10,30
<+3,19,2024,10,30
<+9,7,2024,10,30
<+;,11,2024,10,30
<+=,6,2024,10,30
<+Backspace,2,2024,10,30
<+Down,3,2024,10,30
<+Left,91,2024,10,30
<+Right,42,2024,10,30
<+Up,35,2024,10,30
<+`,1,2024,10,30
<+a,25,2024,10,30
<+b,4,2024,10,30
<+d,22,2024,10,30
<+e,23,2024,10,30
<+f,6,2024,10,30
<+g,2,2024,10,30
<+h,5,2024,10,30
<+i,18,2024,10,30
<+l,10,2024,10,30
<+m,13,2024,10,30
<+n,9,2024,10,30
<+o,13,2024,10,30
<+p,14,2024,10,30
<+r,10,2024,10,30
<+s,23,2024,10,30
<+t,24,2024,10,30
<+u,1,2024,10,30
<+v,1,2024,10,30
<+w,8,2024,10,30
<+x,2,2024,10,30
<+y,4,2024,10,30
<+z,1,2024,10,30
<^/,25,2024,10,30
<^;,2,2024,10,30
<^<!a,12,2024,10,30
<^a,5,2024,10,30
<^b,1,2024,10,30
<^c,39,2024,10,30
<^s,107,2024,10,30
<^v,87,2024,10,30
<^x,20,2024,10,30
<^z,20,2024,10,30
=,6,2024,10,30
Backspace,1435,2024,10,30
CapsLock,2,2024,10,30
Down,954,2024,10,30
Enter,695,2024,10,30
Escape,1,2024,10,30
F22,8,2024,10,30
F3,1,2024,10,30
LAlt,12,2024,10,30
LButton,9416,2024,10,30
LControl,351,2024,10,30
LShift,564,2024,10,30
LWin,3,2024,10,30
Left,972,2024,10,30
Media_Play_Pause,16,2024,10,30
Numpad4,1,2024,10,30
PrintScreen,1,2024,10,30
RButton,72,2024,10,30
RShift,1,2024,10,30
Right,1009,2024,10,30
Space,116,2024,10,30
Tab,20,2024,10,30
Up,1323,2024,10,30
WheelDown,8766,2024,10,30
WheelUp,6918,2024,10,30
[,12,2024,10,30
\,3,2024,10,30
],8,2024,10,30
`,4,2024,10,30
a,681,2024,10,30
b,153,2024,10,30
c,162,2024,10,30
d,291,2024,10,30
e,601,2024,10,30
f,55,2024,10,30
g,331,2024,10,30
h,429,2024,10,30
i,767,2024,10,30
j,158,2024,10,30
k,67,2024,10,30
l,127,2024,10,30
m,113,2024,10,30
n,663,2024,10,30
o,372,2024,10,30
p,66,2024,10,30
q,70,2024,10,30
r,96,2024,10,30
s,388,2024,10,30
t,134,2024,10,30
u,486,2024,10,30
v,112,2024,10,30
w,96,2024,10,30
x,182,2024,10,30
y,142,2024,10,30
z,177,2024,10,30
',2,2024,10,31
",",18,2024,10,31
-,33,2024,10,31
.,3,2024,10,31
/,10,2024,10,31
0,30,2024,10,31
1,662,2024,10,31
2,110,2024,10,31
3,65,2024,10,31
4,20,2024,10,31
5,9,2024,10,31
6,2,2024,10,31
7,2,2024,10,31
9,8,2024,10,31
;,2,2024,10,31
<+-,2,2024,10,31
<+/,4,2024,10,31
<+0,7,2024,10,31
<+1,3,2024,10,31
<+3,48,2024,10,31
<+9,7,2024,10,31
<+;,2,2024,10,31
<+=,2,2024,10,31
<+Backspace,3,2024,10,31
<+`,1,2024,10,31
<+a,10,2024,10,31
<+c,27,2024,10,31
<+d,16,2024,10,31
<+e,8,2024,10,31
<+g,2,2024,10,31
<+h,1,2024,10,31
<+i,5,2024,10,31
<+l,8,2024,10,31
<+m,14,2024,10,31
<+o,10,2024,10,31
<+p,19,2024,10,31
<+r,16,2024,10,31
<+s,32,2024,10,31
<+t,33,2024,10,31
<+u,5,2024,10,31
<+v,8,2024,10,31
<+x,1,2024,10,31
<+z,3,2024,10,31
<^/,5,2024,10,31
<^<!a,2,2024,10,31
<^Space,2,2024,10,31
<^a,7,2024,10,31
<^c,47,2024,10,31
<^f,1,2024,10,31
<^s,35,2024,10,31
<^v,90,2024,10,31
<^x,2,2024,10,31
<^z,16,2024,10,31
=,2,2024,10,31
Backspace,656,2024,10,31
CapsLock,1,2024,10,31
Down,77,2024,10,31
Enter,392,2024,10,31
F22,5,2024,10,31
LAlt,2,2024,10,31
LButton,7786,2024,10,31
LControl,215,2024,10,31
LShift,363,2024,10,31
Left,151,2024,10,31
Media_Play_Pause,1,2024,10,31
RButton,66,2024,10,31
RShift,2,2024,10,31
Right,167,2024,10,31
Space,122,2024,10,31
Tab,1,2024,10,31
Up,8,2024,10,31
WheelDown,10204,2024,10,31
WheelUp,8039,2024,10,31
[,48,2024,10,31
\,1,2024,10,31
],28,2024,10,31
`,1,2024,10,31
a,611,2024,10,31
b,141,2024,10,31
c,168,2024,10,31
d,201,2024,10,31
e,449,2024,10,31
f,25,2024,10,31
g,280,2024,10,31
h,352,2024,10,31
i,728,2024,10,31
j,122,2024,10,31
k,71,2024,10,31
l,90,2024,10,31
m,80,2024,10,31
n,574,2024,10,31
o,325,2024,10,31
p,42,2024,10,31
q,40,2024,10,31
r,71,2024,10,31
s,223,2024,10,31
sc178,3,2024,10,31
t,103,2024,10,31
u,395,2024,10,31
v,114,2024,10,31
w,100,2024,10,31
x,123,2024,10,31
y,140,2024,10,31
z,150,2024,10,31
',11,2024,11,01
",",16,2024,11,01
-,34,2024,11,01
.,40,2024,11,01
/,60,2024,11,01
0,59,2024,11,01
1,324,2024,11,01
2,86,2024,11,01
3,41,2024,11,01
4,50,2024,11,01
5,51,2024,11,01
6,11,2024,11,01
7,56,2024,11,01
8,50,2024,11,01
9,34,2024,11,01
;,21,2024,11,01
<#CapsLock,1,2024,11,01
<#r,2,2024,11,01
<+-,19,2024,11,01
<+/,4,2024,11,01
<+0,7,2024,11,01
<+1,2,2024,11,01
<+2,10,2024,11,01
<+3,24,2024,11,01
<+4,1,2024,11,01
<+9,3,2024,11,01
<+;,8,2024,11,01
<+=,1,2024,11,01
<+Backspace,1,2024,11,01
<+Down,4,2024,11,01
<+Left,48,2024,11,01
<+Right,1,2024,11,01
<+Tab,3,2024,11,01
<+Up,7,2024,11,01
<+a,2,2024,11,01
<+c,6,2024,11,01
<+d,1,2024,11,01
<+g,1,2024,11,01
<+h,1,2024,11,01
<+i,2,2024,11,01
<+l,10,2024,11,01
<+m,8,2024,11,01
<+n,7,2024,11,01
<+o,1,2024,11,01
<+p,15,2024,11,01
<+r,7,2024,11,01
<+u,3,2024,11,01
<+w,1,2024,11,01
<+x,1,2024,11,01
<+y,1,2024,11,01
<+z,31,2024,11,01
<^/,36,2024,11,01
<^<!a,4,2024,11,01
<^Enter,1,2024,11,01
<^a,6,2024,11,01
<^c,113,2024,11,01
<^f,13,2024,11,01
<^s,154,2024,11,01
<^v,155,2024,11,01
<^x,12,2024,11,01
<^z,43,2024,11,01
=,4,2024,11,01
>+Enter,2,2024,11,01
Backspace,794,2024,11,01
CapsLock,2,2024,11,01
Down,156,2024,11,01
Enter,409,2024,11,01
Escape,26,2024,11,01
F22,1,2024,11,01
F3,2,2024,11,01
Home,1,2024,11,01
LAlt,7,2024,11,01
LButton,12611,2024,11,01
LControl,573,2024,11,01
LShift,291,2024,11,01
LWin,3,2024,11,01
Left,228,2024,11,01
Numlock,1,2024,11,01
Numpad0,1,2024,11,01
Numpad6,1,2024,11,01
Numpad9,3,2024,11,01
NumpadAdd,1,2024,11,01
NumpadDot,2,2024,11,01
NumpadEnter,1,2024,11,01
NumpadMult,1,2024,11,01
NumpadSub,1,2024,11,01
PgDn,1,2024,11,01
PgUp,1,2024,11,01
PrintScreen,1,2024,11,01
RButton,73,2024,11,01
RControl,1,2024,11,01
RShift,7,2024,11,01
Right,179,2024,11,01
Space,84,2024,11,01
Tab,19,2024,11,01
Up,278,2024,11,01
WheelDown,10522,2024,11,01
WheelUp,7847,2024,11,01
[,6,2024,11,01
\,2,2024,11,01
],3,2024,11,01
`,8,2024,11,01
a,260,2024,11,01
b,43,2024,11,01
c,224,2024,11,01
d,109,2024,11,01
e,160,2024,11,01
f,46,2024,11,01
g,105,2024,11,01
h,179,2024,11,01
i,283,2024,11,01
j,43,2024,11,01
k,22,2024,11,01
l,78,2024,11,01
m,53,2024,11,01
n,226,2024,11,01
o,158,2024,11,01
p,42,2024,11,01
q,20,2024,11,01
r,41,2024,11,01
s,278,2024,11,01
sc178,2,2024,11,01
t,51,2024,11,01
u,152,2024,11,01
v,165,2024,11,01
w,46,2024,11,01
x,69,2024,11,01
y,106,2024,11,01
z,127,2024,11,01
',2,2024,11,02
",",43,2024,11,02
-,20,2024,11,02
.,19,2024,11,02
/,9,2024,11,02
0,15,2024,11,02
1,585,2024,11,02
2,49,2024,11,02
3,10,2024,11,02
4,6,2024,11,02
5,4,2024,11,02
6,1,2024,11,02
7,2,2024,11,02
8,2,2024,11,02
9,5,2024,11,02
;,31,2024,11,02
<#e,1,2024,11,02
<#r,1,2024,11,02
<+-,14,2024,11,02
<+/,2,2024,11,02
<+0,2,2024,11,02
<+3,1,2024,11,02
<+9,3,2024,11,02
<+;,24,2024,11,02
<+Backspace,1,2024,11,02
<+Enter,2,2024,11,02
<+Right,25,2024,11,02
<+Tab,3,2024,11,02
<+`,90,2024,11,02
<+a,2,2024,11,02
<+b,1,2024,11,02
<+c,13,2024,11,02
<+d,18,2024,11,02
<+e,10,2024,11,02
<+f,4,2024,11,02
<+g,4,2024,11,02
<+h,3,2024,11,02
<+i,3,2024,11,02
<+l,18,2024,11,02
<+m,14,2024,11,02
<+n,8,2024,11,02
<+o,13,2024,11,02
<+p,17,2024,11,02
<+r,11,2024,11,02
<+s,20,2024,11,02
<+t,19,2024,11,02
<+u,8,2024,11,02
<+v,1,2024,11,02
<+x,5,2024,11,02
<+y,2,2024,11,02
<^/,3,2024,11,02
<^<!a,5,2024,11,02
<^<#v,1,2024,11,02
<^Enter,1,2024,11,02
<^a,1,2024,11,02
<^c,94,2024,11,02
<^d,1,2024,11,02
<^f,9,2024,11,02
<^s,78,2024,11,02
<^v,139,2024,11,02
<^x,6,2024,11,02
<^z,13,2024,11,02
=,3,2024,11,02
Backspace,789,2024,11,02
Down,195,2024,11,02
Enter,310,2024,11,02
F22,2,2024,11,02
LAlt,5,2024,11,02
LButton,11119,2024,11,02
LControl,444,2024,11,02
LShift,443,2024,11,02
LWin,3,2024,11,02
Left,436,2024,11,02
Media_Play_Pause,3,2024,11,02
RButton,84,2024,11,02
RShift,2,2024,11,02
Right,468,2024,11,02
Space,58,2024,11,02
Tab,10,2024,11,02
Up,131,2024,11,02
WheelDown,11168,2024,11,02
WheelUp,8116,2024,11,02
[,2,2024,11,02
\,2,2024,11,02
],1,2024,11,02
`,95,2024,11,02
a,432,2024,11,02
b,96,2024,11,02
c,200,2024,11,02
d,183,2024,11,02
e,378,2024,11,02
f,46,2024,11,02
g,279,2024,11,02
h,262,2024,11,02
i,640,2024,11,02
j,89,2024,11,02
k,32,2024,11,02
l,130,2024,11,02
m,74,2024,11,02
n,482,2024,11,02
o,270,2024,11,02
p,54,2024,11,02
q,59,2024,11,02
r,56,2024,11,02
s,221,2024,11,02
sc178,1,2024,11,02
t,104,2024,11,02
u,330,2024,11,02
v,150,2024,11,02
w,41,2024,11,02
x,125,2024,11,02
y,112,2024,11,02
z,114,2024,11,02
',3,2024,11,03
",",21,2024,11,03
-,8,2024,11,03
.,8,2024,11,03
/,7,2024,11,03
0,35,2024,11,03
1,1066,2024,11,03
2,101,2024,11,03
3,37,2024,11,03
4,26,2024,11,03
5,39,2024,11,03
6,6,2024,11,03
7,20,2024,11,03
8,19,2024,11,03
9,16,2024,11,03
;,4,2024,11,03
<#r,1,2024,11,03
<+-,1,2024,11,03
<+/,6,2024,11,03
<+0,2,2024,11,03
<+1,1,2024,11,03
<+2,3,2024,11,03
<+3,5,2024,11,03
<+9,4,2024,11,03
<+;,3,2024,11,03
<+=,4,2024,11,03
<+\,1,2024,11,03
<+a,1,2024,11,03
<+c,18,2024,11,03
<+d,2,2024,11,03
<+e,3,2024,11,03
<+f,3,2024,11,03
<+g,1,2024,11,03
<+h,2,2024,11,03
<+i,12,2024,11,03
<+k,1,2024,11,03
<+l,10,2024,11,03
<+m,12,2024,11,03
<+n,3,2024,11,03
<+o,6,2024,11,03
<+p,15,2024,11,03
<+r,1,2024,11,03
<+s,5,2024,11,03
<+t,3,2024,11,03
<+u,6,2024,11,03
<+v,1,2024,11,03
<+w,4,2024,11,03
<+x,1,2024,11,03
<+z,6,2024,11,03
<^<!NumpadDel,1,2024,11,03
<^<!a,37,2024,11,03
<^Enter,1,2024,11,03
<^a,7,2024,11,03
<^c,71,2024,11,03
<^f,7,2024,11,03
<^s,43,2024,11,03
<^v,139,2024,11,03
<^x,7,2024,11,03
<^z,7,2024,11,03
=,4,2024,11,03
Backspace,1214,2024,11,03
CapsLock,2,2024,11,03
Down,196,2024,11,03
Enter,488,2024,11,03
Escape,12,2024,11,03
F22,6,2024,11,03
LAlt,38,2024,11,03
LButton,13570,2024,11,03
LControl,466,2024,11,03
LShift,187,2024,11,03
LWin,1,2024,11,03
Left,212,2024,11,03
MButton,1,2024,11,03
Media_Play_Pause,7,2024,11,03
NumpadDel,1,2024,11,03
PrintScreen,1,2024,11,03
RAlt,66,2024,11,03
RButton,70,2024,11,03
RShift,1,2024,11,03
Right,322,2024,11,03
Space,94,2024,11,03
Up,65,2024,11,03
WheelDown,13193,2024,11,03
WheelUp,9058,2024,11,03
[,3,2024,11,03
\,2,2024,11,03
],4,2024,11,03
`,10,2024,11,03
a,841,2024,11,03
b,137,2024,11,03
c,201,2024,11,03
d,258,2024,11,03
e,567,2024,11,03
f,79,2024,11,03
g,367,2024,11,03
h,529,2024,11,03
i,969,2024,11,03
j,164,2024,11,03
k,73,2024,11,03
l,140,2024,11,03
m,111,2024,11,03
n,762,2024,11,03
o,485,2024,11,03
p,56,2024,11,03
q,69,2024,11,03
r,56,2024,11,03
s,289,2024,11,03
t,97,2024,11,03
u,608,2024,11,03
v,147,2024,11,03
w,135,2024,11,03
x,155,2024,11,03
y,251,2024,11,03
z,236,2024,11,03
',3,2024,11,04
",",6,2024,11,04
-,3,2024,11,04
.,3,2024,11,04
/,1,2024,11,04
0,22,2024,11,04
1,616,2024,11,04
2,55,2024,11,04
3,22,2024,11,04
4,10,2024,11,04
5,6,2024,11,04
6,9,2024,11,04
7,2,2024,11,04
8,3,2024,11,04
9,2,2024,11,04
;,1,2024,11,04
<+',3,2024,11,04
<+/,1,2024,11,04
<+0,1,2024,11,04
<+1,1,2024,11,04
<+2,1,2024,11,04
<+5,2,2024,11,04
<+9,2,2024,11,04
<+;,1,2024,11,04
<+=,2,2024,11,04
<+Backspace,1,2024,11,04
<+Enter,4,2024,11,04
<+a,2,2024,11,04
<+b,1,2024,11,04
<+c,6,2024,11,04
<+d,11,2024,11,04
<+e,6,2024,11,04
<+g,5,2024,11,04
<+h,1,2024,11,04
<+i,4,2024,11,04
<+l,5,2024,11,04
<+m,5,2024,11,04
<+n,1,2024,11,04
<+o,4,2024,11,04
<+p,11,2024,11,04
<+s,4,2024,11,04
<+t,4,2024,11,04
<+u,1,2024,11,04
<+x,4,2024,11,04
<+z,1,2024,11,04
<^<!Enter,1,2024,11,04
<^<!a,9,2024,11,04
<^`,1,2024,11,04
<^a,4,2024,11,04
<^c,40,2024,11,04
<^f,1,2024,11,04
<^s,37,2024,11,04
<^v,69,2024,11,04
<^x,14,2024,11,04
<^z,14,2024,11,04
=,4,2024,11,04
Backspace,598,2024,11,04
Down,76,2024,11,04
Enter,328,2024,11,04
Escape,2,2024,11,04
F11,2,2024,11,04
F12,2,2024,11,04
F22,5,2024,11,04
LAlt,10,2024,11,04
LButton,7669,2024,11,04
LControl,219,2024,11,04
LShift,124,2024,11,04
Left,129,2024,11,04
NumpadLeft,1,2024,11,04
RButton,169,2024,11,04
RShift,1,2024,11,04
Right,137,2024,11,04
Space,55,2024,11,04
Tab,8,2024,11,04
Up,45,2024,11,04
WheelDown,4287,2024,11,04
WheelUp,3277,2024,11,04
\,2,2024,11,04
`,1,2024,11,04
a,451,2024,11,04
b,90,2024,11,04
c,99,2024,11,04
d,239,2024,11,04
e,341,2024,11,04
f,42,2024,11,04
g,211,2024,11,04
h,285,2024,11,04
i,602,2024,11,04
j,98,2024,11,04
k,39,2024,11,04
l,73,2024,11,04
m,54,2024,11,04
n,451,2024,11,04
o,246,2024,11,04
p,41,2024,11,04
q,39,2024,11,04
r,60,2024,11,04
s,196,2024,11,04
sc000,1,2024,11,04
t,70,2024,11,04
u,328,2024,11,04
v,78,2024,11,04
w,61,2024,11,04
x,103,2024,11,04
y,117,2024,11,04
z,108,2024,11,04
',7,2024,11,05
",",32,2024,11,05
-,59,2024,11,05
.,106,2024,11,05
/,51,2024,11,05
0,43,2024,11,05
1,283,2024,11,05
2,32,2024,11,05
3,35,2024,11,05
4,3,2024,11,05
5,7,2024,11,05
6,1,2024,11,05
7,11,2024,11,05
8,17,2024,11,05
9,68,2024,11,05
;,60,2024,11,05
<#r,1,2024,11,05
<+',2,2024,11,05
"<+,",12,2024,11,05
<+-,12,2024,11,05
<+.,51,2024,11,05
<+/,2,2024,11,05
<+0,11,2024,11,05
<+1,1,2024,11,05
<+3,4,2024,11,05
<+5,1,2024,11,05
<+7,9,2024,11,05
<+8,14,2024,11,05
<+9,67,2024,11,05
<+;,6,2024,11,05
<+=,13,2024,11,05
<+Backspace,4,2024,11,05
<+Down,6,2024,11,05
<+Enter,15,2024,11,05
<+Left,22,2024,11,05
<+Right,15,2024,11,05
<+Up,26,2024,11,05
<+[,15,2024,11,05
<+\,4,2024,11,05
<+],1,2024,11,05
<+a,4,2024,11,05
<+b,5,2024,11,05
<+c,2,2024,11,05
<+d,3,2024,11,05
<+i,5,2024,11,05
<+l,11,2024,11,05
<+m,1,2024,11,05
<+n,11,2024,11,05
<+p,2,2024,11,05
<+q,2,2024,11,05
<+u,5,2024,11,05
<+v,1,2024,11,05
<+x,23,2024,11,05
<+y,23,2024,11,05
<^/,38,2024,11,05
<^<!a,1,2024,11,05
<^Tab,1,2024,11,05
<^a,1,2024,11,05
<^c,37,2024,11,05
<^f,2,2024,11,05
<^g,1,2024,11,05
<^n,1,2024,11,05
<^s,160,2024,11,05
<^v,52,2024,11,05
<^x,7,2024,11,05
<^z,77,2024,11,05
=,58,2024,11,05
Backspace,1002,2024,11,05
CapsLock,2,2024,11,05
Down,565,2024,11,05
Enter,375,2024,11,05
Escape,5,2024,11,05
F12,6,2024,11,05
F22,3,2024,11,05
LAlt,1,2024,11,05
LButton,7660,2024,11,05
LControl,396,2024,11,05
LShift,458,2024,11,05
LWin,1,2024,11,05
Left,652,2024,11,05
Numlock,2,2024,11,05
NumpadLeft,1,2024,11,05
RButton,18,2024,11,05
RShift,2,2024,11,05
Right,796,2024,11,05
Space,90,2024,11,05
Tab,35,2024,11,05
Up,464,2024,11,05
WheelDown,4509,2024,11,05
WheelUp,3670,2024,11,05
[,29,2024,11,05
\,5,2024,11,05
],2,2024,11,05
a,467,2024,11,05
b,61,2024,11,05
c,100,2024,11,05
d,222,2024,11,05
e,280,2024,11,05
f,57,2024,11,05
g,101,2024,11,05
h,143,2024,11,05
i,320,2024,11,05
j,42,2024,11,05
k,41,2024,11,05
l,87,2024,11,05
m,74,2024,11,05
n,284,2024,11,05
o,220,2024,11,05
p,38,2024,11,05
q,16,2024,11,05
r,81,2024,11,05
s,333,2024,11,05
sc178,1,2024,11,05
t,126,2024,11,05
u,186,2024,11,05
v,80,2024,11,05
w,408,2024,11,05
x,130,2024,11,05
y,89,2024,11,05
z,124,2024,11,05
',53,2024,11,06
",",89,2024,11,06
-,340,2024,11,06
.,245,2024,11,06
/,28,2024,11,06
0,112,2024,11,06
1,597,2024,11,06
2,115,2024,11,06
3,69,2024,11,06
4,44,2024,11,06
5,46,2024,11,06
6,32,2024,11,06
7,41,2024,11,06
8,53,2024,11,06
9,163,2024,11,06
;,193,2024,11,06
<#r,4,2024,11,06
<+',36,2024,11,06
"<+,",67,2024,11,06
<+-,42,2024,11,06
<+.,199,2024,11,06
<+/,2,2024,11,06
<+0,32,2024,11,06
<+1,14,2024,11,06
<+3,16,2024,11,06
<+4,3,2024,11,06
<+5,11,2024,11,06
<+7,7,2024,11,06
<+8,31,2024,11,06
<+9,144,2024,11,06
<+;,13,2024,11,06
